Name,BSE Code,NSE Code,Industry,Current Price,Sales,OPM,Profit after tax,Return on capital employed,EPS,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year,Dividend last year,Material cost last year,Employee cost last year,OPM last year,NPM last year,Operating profit,Interest,Depreciation,EPS last year,EBIT,Net profit,Current Tax,Tax,Other income,Last annual result date,Sales preceding year,Operating profit preceding year,Other income preceding year,EBIDT preceding year,Depreciation preceding year,EBIT preceding year,Interest preceding year,Profit before tax preceding year,Tax preceding year,Profit after tax preceding year,Extraordinary items preceding year,Net Profit preceding year,Dividend preceding year,OPM preceding year,NPM preceding year,EPS preceding year,Sales preceding 12months,Net profit preceding 12months,Market Capitalization,join_key
Orient Green,533263.0,GREENPOWER,Power Generation And Supply,20.43,270.98,66.44,29.1,6.97,0.39,0.0,270.98,180.04,21.18,191.85,82.34,109.51,80.21,38.67,0.27,29.1,9.37,38.4,0.0,0.0,14.07,66.44,10.74,180.04,80.21,82.34,0.39,109.51,38.4,0.27,0.27,21.18,202403.0,258.41,171.2,53.47,202.53,82.95,119.58,108.29,33.43,0.0,11.29,22.14,33.43,0.0,66.25,4.37,0.34,279.39,44.68,2003.61,533263.0_GREENPOWER
Orient Paper,502420.0,ORIENTPPR,Paper,55.25,831.94,7.34,6.23,2.29,0.29,0.0,831.94,61.09,25.18,86.27,43.62,42.65,28.89,13.76,7.54,6.23,0.0,6.23,5.3,34.08,95.92,7.34,0.75,61.09,28.89,43.62,0.29,42.65,6.23,3.65,7.54,25.18,202403.0,942.96,161.95,29.14,176.77,33.04,143.73,10.39,147.66,48.41,89.62,14.32,99.25,21.22,17.17,9.5,4.68,848.06,62.59,1172.3,502420.0_ORIENTPPR
Orient Press,526325.0,ORIENTLTD,Packaging,106.6,170.51,3.71,-1.06,3.84,-1.06,0.42,170.51,6.33,3.44,9.77,4.51,5.26,6.56,-1.3,-0.24,-1.06,0.0,-1.06,0.0,71.25,13.38,3.71,-0.62,6.33,6.56,4.51,-1.06,5.26,-1.06,0.0,-0.24,3.44,202403.0,171.72,5.03,2.0,7.09,4.04,3.05,7.41,-4.42,-1.03,-3.33,-0.06,-3.39,0.0,2.93,-1.94,-3.39,171.56,-1.47,106.6,526325.0_ORIENTLTD
Orient Tradelink,531512.0,__NA__,Construction,12.5,9.07,18.19,0.18,5.13,0.07,0.0,9.07,1.65,0.03,1.68,0.87,0.81,0.0,0.81,0.63,0.18,0.0,0.18,0.0,65.93,0.46,18.19,1.98,1.65,0.0,0.87,0.07,0.81,0.18,0.21,0.63,0.03,202403.0,11.29,1.48,0.66,2.14,0.89,1.25,0.13,1.12,0.25,0.87,0.0,0.87,0.0,13.11,7.71,0.37,5.49,0.78,30.67,531512.0___NA__
Oriental Aromat.,500078.0,OAL,Chemicals,389.45,836.4,5.61,9.1,4.06,2.7,0.0,836.4,46.94,7.28,54.22,19.79,34.43,20.37,14.06,4.95,9.1,0.0,9.1,1.68,68.33,53.9,5.61,1.09,46.94,20.37,19.79,2.7,34.43,9.1,4.72,4.95,7.28,202403.0,853.64,54.24,5.7,59.97,19.43,40.54,13.03,27.48,7.74,19.76,-0.03,19.74,1.68,6.35,2.31,5.87,815.26,0.17,1310.63,500078.0_OAL
Oriental Carbon,506579.0,OCCL,Chemicals,204.0,463.67,22.29,46.14,9.75,46.19,0.0,463.67,103.34,4.69,108.03,30.3,77.73,11.2,66.53,16.95,46.14,0.0,49.58,0.0,36.78,69.26,22.29,10.69,103.34,11.2,30.3,46.19,77.73,49.58,11.92,16.95,4.69,202403.0,535.86,110.45,2.34,113.59,29.41,84.18,13.0,70.38,16.8,49.19,-0.8,53.59,13.99,20.61,10.11,48.69,462.08,48.08,203.8,506579.0_OCCL
Oriental Hotels,500314.0,ORIENTHOT,Hotels,136.85,393.16,25.01,49.16,10.69,2.78,0.0,393.16,98.31,10.69,108.14,24.04,84.1,17.16,67.8,17.73,49.16,0.86,49.65,8.93,10.11,87.88,25.01,12.5,98.31,17.16,24.04,2.78,84.1,49.65,1.37,17.73,10.69,202403.0,394.51,112.48,10.6,121.98,22.65,99.33,20.12,80.31,24.82,53.67,1.1,54.26,8.93,28.51,13.6,3.04,397.08,51.06,2444.13,500314.0_ORIENTHOT
Oriental Rail,531859.0,__NA__,Miscellaneous,276.7,526.2,12.67,30.01,12.72,4.88,-3.04,526.2,66.69,2.73,69.42,8.01,61.41,21.99,39.42,9.4,30.01,0.0,30.01,0.0,74.89,22.84,12.67,5.7,66.69,21.99,8.01,4.88,61.41,30.01,6.79,9.4,2.73,202403.0,325.43,25.06,2.09,27.13,6.82,20.31,16.04,4.29,1.1,3.18,0.02,3.19,0.0,7.7,0.98,0.59,474.54,17.63,1700.56,531859.0___NA__
Oriental Trimex,532817.0,ORIENTALTL,Trading,10.8,3.65,-175.07,-7.35,-7.28,-2.21,0.0,3.65,-6.39,2.7,-4.54,1.46,-6.0,1.79,-6.94,-0.44,-7.35,0.85,-6.5,0.0,230.96,0.58,-175.07,-201.37,-6.39,1.79,1.46,-2.21,-6.0,-6.5,0.0,-0.44,2.7,202403.0,8.71,-2.32,0.25,-2.07,1.46,-3.53,1.71,-5.24,-0.93,-4.32,0.0,-4.32,0.0,-26.64,-49.6,-1.47,0.76,-1.28,31.77,532817.0_ORIENTALTL
Orissa Bengal,541206.0,OBCL,Miscellaneous,61.04,332.8,2.08,3.69,7.08,1.75,0.0,332.8,6.91,2.38,9.29,2.54,6.75,1.3,5.45,1.77,3.69,0.0,3.69,0.0,0.0,4.85,2.08,1.11,6.91,1.3,2.54,1.75,6.75,3.69,1.7,1.77,2.38,202403.0,367.09,7.54,1.43,8.02,2.57,5.45,1.39,5.01,1.34,2.98,0.95,3.67,0.0,2.05,0.81,1.74,342.12,0.53,128.67,541206.0_OBCL
Orissa Minerals,590086.0,ORISSAMINE,Mining / Minerals / Metals,7214.75,55.26,3.76,-11.0,-1.48,-17.58,0.0,35.53,-11.04,10.49,-1.62,2.24,-3.86,24.43,-27.22,-10.68,-17.61,1.07,-16.54,0.0,-1.41,24.92,-31.07,-49.56,2.08,29.95,4.56,-27.57,2.9,-10.55,0.0,-16.04,5.83,202303.0,82.68,25.38,6.38,32.17,15.33,16.84,30.0,-13.57,0.92,-14.11,-0.41,-14.49,0.0,30.7,-17.07,-24.15,34.89,-21.76,4328.85,590086.0_ORISSAMINE
Orosil Smiths,531626.0,__NA__,Diamond Cutting / Jewellery,3.88,0.5,-56.0,-0.41,-15.48,-0.1,0.0,0.5,-0.28,0.04,-0.24,0.15,-0.39,0.02,-0.41,0.0,-0.41,0.0,-0.41,0.0,54.0,0.3,-56.0,-82.0,-0.28,0.02,0.15,-0.1,-0.39,-0.41,0.0,0.0,0.04,202403.0,0.74,-0.23,0.03,-0.21,0.13,-0.34,0.01,-0.34,0.0,-0.36,0.01,-0.35,0.0,-31.08,-48.65,-0.08,0.52,-0.33,16.04,531626.0___NA__
Ortel Commu.,539015.0,ORTEL,Entertainment / Electronic Media Software,1.67,60.26,-8.0,-28.81,-13.42,-8.74,,67.97,0.94,2.73,3.67,25.62,-21.95,0.0,-21.95,0.0,-21.96,0.0,-21.96,0.0,0.0,10.51,1.38,-32.31,-4.82,0.0,25.38,-6.66,-28.81,-28.81,0.0,0.0,1.39,202103.0,87.17,-10.84,2.16,-8.68,26.17,-34.85,0.0,-34.85,0.0,-34.85,0.0,-34.85,0.0,-12.44,-39.98,-10.57,67.97,-21.96,5.51,539015.0_ORTEL
Ortin Labs.,539287.0,ORTINLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,19.89,2.28,-279.39,-8.04,-60.19,-9.89,-6.13,2.28,-6.37,0.0,-6.37,0.23,-6.6,0.48,-7.08,0.96,-8.04,0.0,-8.04,0.0,162.72,0.56,-279.39,-352.63,-6.37,0.48,0.23,-9.89,-6.6,-8.04,1.29,0.96,0.0,202403.0,6.0,0.53,0.01,0.56,0.25,0.31,0.4,-0.11,-0.02,-0.07,-0.02,-0.09,0.0,8.83,-1.17,-0.11,3.47,-4.09,16.16,539287.0_ORTINLAB
Oscar Global,530173.0,__NA__,Leather / Leather Products,8.7,0.0,,-0.07,-2.17,-0.21,0.22,0.0,-0.3,0.23,-0.07,0.0,-0.07,0.0,-0.07,0.0,-0.07,0.0,-0.07,0.0,,0.11,,,-0.3,0.0,0.0,-0.21,-0.07,-0.07,0.0,0.0,0.23,202403.0,0.0,-0.37,0.13,-0.25,0.0,-0.25,0.0,-0.24,0.01,-0.26,0.01,-0.25,0.0,,-4550.0,-0.76,0.0,-0.19,2.87,530173.0___NA__
Osia Hyper Reta.,-1.0,OSIAHYPER,Trading,23.56,1144.47,5.88,18.3,22.82,1.55,-4.99,1144.47,67.25,5.53,72.78,9.84,62.94,33.88,29.06,10.77,18.3,0.0,18.3,0.0,83.84,30.39,5.88,1.6,67.25,33.88,9.84,1.55,62.94,18.3,10.86,10.77,5.53,202403.0,732.4,39.07,4.54,43.86,8.26,35.6,22.03,13.32,3.82,9.68,-0.25,9.5,0.0,5.33,1.32,0.92,1019.67,14.6,278.3,-1.0_OSIAHYPER
Osiajee Texfab,540198.0,__NA__,Trading,38.74,2.38,47.48,1.16,8.4,2.15,0.0,2.38,1.13,0.07,1.2,0.04,1.16,0.0,1.16,0.0,1.16,0.0,1.16,0.0,6.3,0.14,47.48,48.74,1.13,0.0,0.04,2.15,1.16,1.16,0.0,0.0,0.07,202403.0,2.45,1.21,0.0,1.21,0.02,1.19,0.07,1.12,0.01,1.12,0.0,1.12,0.05,49.39,45.71,2.07,2.2,0.98,20.91,540198.0___NA__
Oswal Agro Mills,500317.0,OSWALAGRO,Trading,45.25,1.87,-337.43,4.58,0.48,0.34,0.0,1.87,-6.31,10.69,4.41,0.36,4.05,0.11,3.91,2.16,4.58,-0.03,4.57,0.0,8.56,2.76,-337.43,244.92,-6.31,0.11,0.36,0.34,4.05,4.57,0.36,2.16,10.69,202403.0,27.95,-9.44,25.95,16.51,0.37,16.14,0.11,16.03,6.66,23.88,0.0,23.88,0.0,-33.77,85.44,1.78,24.41,1.53,607.39,500317.0_OSWALAGRO
Oswal Green Tech,539290.0,OSWALGREEN,Finance & Investments,36.7,55.6,-35.58,6.37,0.45,0.25,0.0,55.6,-19.78,35.5,15.72,4.5,11.22,0.69,10.53,4.16,6.37,0.0,6.37,0.0,0.0,17.32,-35.58,11.46,-19.78,0.69,4.5,0.25,11.22,6.37,1.08,4.16,35.5,202403.0,96.94,61.45,1.94,63.37,4.08,59.29,1.06,58.25,20.37,37.87,0.02,37.88,38.52,63.39,39.07,1.48,33.14,8.42,942.49,539290.0_OSWALGREEN
Oswal Leasing,509099.0,__NA__,Finance & Investments,37.88,0.15,-26.67,-0.04,-1.44,-0.8,0.0,0.15,-0.04,0.0,-0.04,0.0,-0.04,0.0,-0.04,0.0,-0.04,0.0,-0.04,0.0,0.0,0.09,-26.67,-26.67,-0.04,0.0,0.0,-0.8,-0.04,-0.04,0.0,0.0,0.0,202403.0,0.14,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-14.29,-14.29,-0.4,0.16,-0.04,1.89,509099.0___NA__
Oswal Yarns,514460.0,__NA__,Trading,18.55,1.94,-9.28,-0.21,-5.7,-0.52,0.0,1.94,-0.18,0.0,-0.18,0.03,-0.21,0.0,-0.21,0.0,-0.21,0.0,-0.21,0.0,87.63,0.15,-9.28,-10.82,-0.18,0.0,0.03,-0.52,-0.21,-0.21,0.0,0.0,0.0,202403.0,1.25,-0.14,-0.07,-0.14,0.03,-0.17,0.01,-0.25,0.0,-0.18,-0.07,-0.25,0.0,-11.2,-14.4,-0.62,1.47,-0.31,7.44,514460.0___NA__
OTCO Intl,523151.0,__NA__,Miscellaneous,7.97,2.01,6.97,0.06,1.0,0.05,0.0,2.01,0.14,0.0,0.14,0.06,0.08,0.01,0.07,0.01,0.06,0.0,0.06,0.0,0.0,0.19,6.97,2.99,0.14,0.01,0.06,0.05,0.08,0.06,0.01,0.01,0.0,202403.0,1.27,-0.07,0.17,0.1,0.0,0.1,0.0,0.1,0.01,0.08,0.0,0.08,0.0,-5.51,6.3,0.06,2.2,0.16,10.34,523151.0___NA__
Ovobel Foods,530741.0,__NA__,Food - Processing - Indian,206.4,174.63,12.06,17.89,27.49,17.04,0.0,174.63,21.06,5.19,26.25,0.98,25.27,1.4,23.87,5.99,17.89,0.0,17.89,0.0,68.87,10.25,12.06,10.24,21.06,1.4,0.98,17.04,25.27,17.89,6.11,5.99,5.19,202403.0,221.34,51.82,2.97,55.24,0.77,54.47,1.43,52.59,13.78,39.15,-0.45,38.82,0.0,23.41,17.69,36.97,203.94,34.34,216.73,530741.0___NA__
Owais Metal,-1.0,OWAIS,Mining / Minerals / Metals,1369.0,80.05,28.86,15.47,51.27,8.51,-26.99,80.05,23.1,0.38,23.48,1.16,22.32,1.65,20.67,5.2,15.47,0.0,15.47,0.0,68.52,1.27,28.86,19.33,23.1,1.65,1.16,8.51,22.32,15.47,5.51,5.2,0.38,202403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-0.13,0.0,-0.13,0.0,-0.13,0.0,,,-100.0,,,2489.16,-1.0_OWAIS
Oxygenta Pharma,524636.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,32.17,39.64,-24.47,-3.52,-41.83,-1.04,3.96,39.64,-9.7,0.08,-9.66,2.66,-12.32,1.59,-13.87,-10.39,-3.52,0.04,-3.48,0.0,84.59,5.99,-24.47,-8.88,-9.7,1.59,2.66,-1.04,-12.32,-3.48,0.0,-10.39,0.08,202403.0,30.99,-7.12,-0.71,-7.1,2.05,-9.15,1.49,-11.37,0.2,-10.85,-0.73,-11.57,0.0,-22.98,-35.01,-8.15,37.28,-15.79,114.15,524636.0___NA__
P & G Health Ltd,500126.0,PGHL,Pharmaceuticals - Multinational,5055.25,1168.56,25.94,214.02,45.47,128.93,0.0,1229.62,324.68,18.39,342.36,28.1,314.26,0.77,314.2,84.73,228.96,0.71,229.47,102.09,29.43,206.84,26.4,18.62,303.09,0.69,26.74,138.24,295.31,214.02,83.26,80.6,18.96,202306.0,1114.41,268.22,12.65,281.41,27.08,254.33,0.42,253.37,60.85,192.92,-0.54,192.52,87.15,24.07,17.31,115.98,1237.0,226.65,8391.72,500126.0_PGHL
P & G Hygiene,500459.0,PGHH,Personal Care - Multinational,16666.55,4126.48,25.85,745.2,100.63,229.57,0.0,3917.9,869.46,39.75,910.04,58.36,851.68,11.38,839.47,161.33,678.74,-0.83,678.14,600.51,42.45,207.08,22.19,17.32,1066.83,29.86,58.51,208.91,1063.36,745.2,301.63,288.3,55.04,202306.0,3900.92,831.65,22.56,855.97,52.88,803.09,11.19,790.14,214.39,577.02,-1.76,575.75,519.36,21.32,14.79,177.37,4007.4,755.85,54100.86,500459.0_PGHH
P B A Infra.,532676.0,__NA__,Construction,11.25,60.49,-2.86,14.04,4.63,1.81,0.0,60.49,-1.73,7.72,17.58,4.34,13.24,0.01,1.64,-0.82,14.04,-11.59,2.45,0.0,94.15,3.53,-2.86,23.21,-1.73,0.01,4.34,1.81,13.24,2.45,0.0,-0.82,7.72,202403.0,11.16,-89.87,-34.04,-87.81,4.34,-92.15,0.03,-128.28,6.19,-98.38,-36.1,-134.48,0.0,-805.29,-881.54,-99.61,48.19,1.82,15.18,532676.0___NA__
P I Industries,523642.0,PIIND,Pesticides / Agrochemicals - Indian,3838.75,7665.8,26.28,1681.5,23.81,110.83,0.0,7665.8,2014.7,218.2,2232.9,308.2,1924.7,30.0,1894.7,213.2,1681.5,0.0,1681.5,228.0,50.06,701.3,26.28,21.94,2014.7,30.0,308.2,110.83,1924.7,1681.5,365.7,213.2,218.2,202403.0,6492.0,1544.4,165.7,1710.2,226.5,1483.7,39.3,1444.3,214.8,1229.58,-0.1,1229.5,152.0,23.79,18.94,81.04,7490.4,1592.6,58240.8,523642.0_PIIND
P. H. Capital,500143.0,__NA__,Finance & Investments,201.5,161.32,17.15,20.13,73.59,67.1,0.0,161.32,27.66,0.1,27.76,0.27,27.49,0.24,27.25,7.11,20.13,0.0,20.13,0.1,81.01,1.81,17.15,12.48,27.66,0.24,0.27,67.1,27.49,20.13,3.86,7.11,0.1,202403.0,76.16,-4.13,0.0,-4.13,0.17,-4.3,0.26,-4.56,-0.8,-3.76,0.0,-3.76,0.08,-5.42,-4.94,-12.53,,,60.46,500143.0___NA__
P.E. Analytics,-1.0,PROPEQUITY,Miscellaneous,290.0,39.86,29.73,11.17,24.0,10.64,-1.19,39.86,11.85,4.28,16.16,0.35,15.81,0.0,15.78,4.12,11.17,-0.03,11.67,0.0,0.0,20.7,29.73,29.33,11.85,0.0,0.35,10.64,15.81,11.67,4.07,4.12,4.28,202403.0,29.05,11.33,3.15,14.58,0.26,14.32,0.01,14.21,3.61,10.35,-0.1,10.61,0.0,39.0,36.76,9.81,,,303.98,-1.0_PROPEQUITY
P.M. Telelinnks,513403.0,__NA__,Trading,5.45,30.68,0.36,0.08,1.29,0.08,0.0,30.68,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.03,0.08,0.0,0.08,0.0,99.09,0.08,0.36,0.26,0.11,0.0,0.0,0.08,0.11,0.08,0.02,0.03,0.0,202403.0,32.02,0.23,0.0,0.23,0.0,0.23,0.0,0.23,0.07,0.16,0.0,0.16,0.0,0.72,0.5,0.16,37.42,-0.02,5.49,513403.0___NA__
Pace E-Commerce,543637.0,__NA__,Trading,30.5,42.81,7.54,2.39,5.41,1.06,-3.66,42.81,3.23,1.17,4.4,0.4,4.0,0.71,3.29,0.89,2.39,0.0,2.39,0.0,87.67,0.83,7.54,5.58,3.23,0.71,0.4,1.06,4.0,2.39,0.87,0.89,1.17,202403.0,28.37,1.38,0.03,1.41,0.02,1.39,0.63,0.76,0.14,0.62,0.0,0.62,0.0,4.86,2.19,0.28,,,68.73,543637.0___NA__
Pacheli Indust.,523862.0,__NA__,Finance & Investments,15.7,1.07,0.93,0.01,0.0,0.03,0.0,1.07,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.93,0.93,0.01,0.0,0.0,0.03,0.01,0.01,0.01,0.01,0.0,202403.0,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,,-350.0,-0.05,1.0,-0.01,5.86,523862.0___NA__
Pacific Inds,523483.0,__NA__,Miscellaneous,242.9,190.0,5.61,11.88,3.46,17.24,0.03,190.0,10.66,16.73,27.39,10.78,16.61,3.29,13.32,1.44,11.88,0.0,11.88,0.0,70.28,10.81,5.61,6.25,10.66,3.29,10.78,17.24,16.61,11.88,2.52,1.44,16.73,202403.0,186.75,7.17,16.43,23.49,11.4,12.09,4.0,8.2,1.69,6.43,0.11,6.51,0.0,3.84,3.44,9.44,170.92,8.81,167.43,523483.0___NA__
Padam Cotton,531395.0,__NA__,Finance & Investments,40.01,0.0,,-1.73,-24.63,4.26,0.0,0.0,-1.64,3.87,-1.48,0.0,-1.48,0.23,2.0,0.34,-1.73,3.71,1.65,0.0,,0.09,,,-1.64,0.23,0.0,4.26,-1.48,1.65,0.35,0.34,3.87,202403.0,0.0,-0.14,3.33,0.0,0.0,0.0,0.0,3.19,0.83,0.0,3.19,2.36,0.0,,,6.09,0.0,1.47,15.5,531395.0___NA__
Padmalaya Tele.,532350.0,__NA__,Entertainment / Electronic Media Software,2.98,0.0,,-0.22,-1.32,-0.13,0.0,0.0,-0.35,0.13,-0.22,0.0,-0.22,0.0,-0.22,0.0,-0.22,0.0,-0.22,0.0,,0.07,,,-0.35,0.0,0.0,-0.13,-0.22,-0.22,0.0,0.0,0.13,202403.0,0.0,-0.33,0.21,-0.12,0.0,-0.12,0.0,-0.12,0.0,-0.12,0.0,-0.12,0.0,,,-0.07,0.0,-0.17,5.06,532350.0___NA__
Padmanabh Alloys,531779.0,__NA__,Plastics Products,31.29,42.24,2.86,0.48,8.6,0.89,-1.64,42.24,1.21,0.02,1.23,0.2,1.03,0.38,0.65,0.17,0.48,0.0,0.48,0.0,78.65,2.79,2.86,1.14,1.21,0.38,0.2,0.89,1.03,0.48,0.18,0.17,0.02,202403.0,41.47,0.88,0.03,0.91,0.14,0.77,0.38,0.39,0.13,0.26,0.0,0.26,0.0,2.12,0.63,0.48,42.35,0.24,16.93,531779.0___NA__
Padmanabh Inds.,526905.0,__NA__,Chemicals,7.44,0.6,-3.33,-0.06,-8.62,-0.1,0.0,0.6,-0.02,0.01,-0.01,0.04,-0.05,0.0,-0.05,0.0,-0.06,0.0,-0.06,0.0,80.0,0.03,-3.33,-10.0,-0.02,0.0,0.04,-0.1,-0.05,-0.06,0.0,0.0,0.01,202403.0,0.0,-0.09,0.13,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-535.71,0.0,-0.47,-0.03,4.52,526905.0___NA__
PAE,517230.0,__NA__,Auto Ancillaries,4.26,0.0,,-0.51,,-0.5,0.0,0.0,-0.76,7.31,0.21,0.0,0.21,0.12,6.43,0.0,0.09,6.34,6.43,0.0,,0.22,,,-0.65,0.33,0.0,6.17,-0.18,-0.52,0.0,0.0,0.46,202303.0,0.0,-0.72,13.65,-0.09,0.01,-0.1,0.75,12.17,0.01,-0.86,13.02,12.16,0.0,,-69000.0,11.67,0.0,-0.03,4.44,517230.0___NA__
Pagaria Energy,531396.0,__NA__,Mining / Minerals / Metals,8.78,0.0,,0.05,1.11,0.11,0.0,0.0,-0.12,0.19,0.07,0.0,0.07,0.0,0.07,0.01,0.05,0.0,0.05,0.0,,0.04,,,-0.12,0.0,0.0,0.11,0.07,0.05,0.01,0.01,0.19,202403.0,0.0,-0.09,0.15,0.06,0.01,0.05,0.0,0.05,0.02,0.03,0.0,0.03,0.0,,,0.07,0.0,0.03,3.82,531396.0___NA__
Page Industries,532827.0,PAGEIND,Textiles - Products,39000.0,4581.67,19.04,569.19,45.03,510.31,0.0,4581.67,872.26,19.96,892.22,90.83,801.39,44.89,756.5,187.31,569.19,0.0,569.19,412.55,45.5,803.61,19.04,12.42,872.26,44.89,90.83,510.31,801.39,569.19,192.29,187.31,19.96,202403.0,4788.64,864.02,14.73,878.62,78.09,800.53,42.56,758.1,186.85,571.15,0.13,571.25,278.75,18.04,11.93,512.15,4550.9,539.34,43484.97,532827.0_PAGEIND
Paisalo Digital,532900.0,PAISALO,Finance & Investments,75.4,658.75,78.05,178.63,14.06,1.99,3.13,658.75,514.17,0.48,514.17,3.4,510.77,270.07,241.18,62.21,178.63,0.48,178.97,8.98,0.0,49.03,78.05,27.12,514.17,270.07,3.4,1.99,510.77,178.97,70.28,62.21,0.48,202403.0,471.29,342.6,-4.4,342.6,3.29,339.31,208.67,126.24,32.62,96.77,-4.4,93.62,4.49,72.69,20.53,1.04,581.44,163.02,6771.23,532900.0_PAISALO
Pakka,516030.0,PAKKA,Paper,251.8,404.74,21.15,48.67,21.36,12.43,0.0,404.74,85.59,9.98,95.57,13.95,81.62,8.97,72.65,23.97,48.67,0.0,48.67,0.0,36.79,44.58,21.15,12.03,85.59,8.97,13.95,12.43,81.62,48.67,23.97,23.97,9.98,202403.0,408.31,85.5,10.67,96.68,12.73,83.95,11.13,72.31,20.85,51.83,-0.51,51.46,9.14,20.94,12.69,13.51,421.27,51.68,986.25,516030.0_PAKKA
Palash Securi.,540648.0,PALASHSECU,Finance & Investments,142.95,40.95,-27.99,-9.62,-2.5,-9.62,0.26,40.95,-11.46,0.42,-11.04,0.72,-11.76,2.58,-14.34,1.42,-9.62,0.0,-15.76,0.0,55.6,10.95,-27.99,-38.49,-11.46,2.58,0.72,-9.62,-11.76,-15.76,1.42,1.42,0.42,202403.0,53.25,-11.46,0.69,-10.77,0.79,-11.56,2.98,-14.54,1.71,-15.57,0.0,-16.25,0.0,-21.52,-30.52,-15.57,42.11,-17.2,142.99,540648.0_PALASHSECU
Palco Metals Ltd,539121.0,__NA__,Castings & Forgings,82.99,194.45,3.86,2.04,11.51,7.07,0.0,194.45,7.5,1.56,7.5,1.24,6.26,2.25,5.57,2.73,2.04,1.56,2.83,0.0,93.86,2.32,3.86,1.05,7.5,2.25,1.24,7.07,6.26,2.83,1.35,2.73,1.56,202403.0,159.68,3.42,0.76,4.18,0.44,3.74,1.58,2.16,0.77,1.4,0.0,1.4,0.0,2.14,0.88,3.5,165.69,3.92,33.2,539121.0___NA__
Palm Jewels,541444.0,__NA__,Trading,21.48,143.52,0.44,0.41,3.23,0.41,0.0,99.69,0.46,0.18,0.64,0.08,0.56,0.16,0.4,0.09,0.3,0.0,0.3,0.0,2.65,0.99,0.46,0.3,0.63,0.16,0.1,0.3,0.67,0.41,0.1,0.1,0.14,202303.0,113.84,0.52,0.03,0.55,0.07,0.48,0.12,0.36,0.1,0.26,0.0,0.26,0.0,0.46,0.23,0.26,163.21,0.48,21.57,541444.0___NA__
Palred Technolog,532521.0,PALREDTEC,Computers - Software - Medium / Small,105.15,115.99,-1.3,-3.42,1.05,-2.8,0.0,115.99,-1.51,4.46,2.95,1.66,1.29,6.39,-5.1,0.0,-3.42,0.0,-5.09,0.0,66.75,11.81,-1.3,-4.39,-1.51,6.39,1.66,-2.8,1.29,-5.09,0.0,0.0,4.46,202403.0,148.02,2.67,2.67,5.34,1.06,4.28,4.73,-0.45,0.0,-0.04,0.0,-0.45,0.0,1.8,-0.3,-0.03,125.39,-5.5,128.63,532521.0_PALREDTEC
Pan Electronics,517397.0,__NA__,Electronics - Components,64.03,2.03,-96.55,-3.64,-26.78,-9.1,0.0,2.03,-1.96,0.0,-1.96,0.98,-2.94,0.7,-3.64,0.0,-3.64,0.0,-3.64,0.0,69.95,1.48,-96.55,-179.31,-1.96,0.7,0.98,-9.1,-2.94,-3.64,0.0,0.0,0.0,202403.0,1.89,-2.87,0.0,-2.87,1.05,-3.92,0.68,-4.6,0.0,-4.6,0.0,-4.6,0.0,-151.85,-243.39,-11.5,2.47,-4.0,25.61,517397.0___NA__
Pan India Corpor,511525.0,__NA__,Finance & Investments,2.13,0.01,-8500.0,-0.08,-0.62,0.0,0.0,0.01,-0.85,0.77,-0.08,0.0,-0.08,0.0,-0.08,0.0,-0.08,0.0,-0.08,0.0,0.0,0.17,-8500.0,-800.0,-0.85,0.0,0.0,0.0,-0.08,-0.08,0.0,0.0,0.77,202403.0,0.0,-1.46,0.58,-0.88,0.0,-0.88,0.0,-0.88,0.0,-0.88,0.0,-0.88,0.0,,-1600.0,-0.04,0.01,-1.22,45.65,511525.0___NA__
Panabyte Tech,538742.0,__NA__,Trading,26.49,3.75,0.27,-0.19,1.87,-1.05,-13.93,3.75,0.01,-0.05,0.23,0.12,0.11,0.44,-0.6,-0.14,-0.19,-0.27,-0.46,0.0,36.27,1.54,0.27,-5.07,0.01,0.44,0.12,-1.05,0.11,-0.46,0.0,-0.14,-0.05,202403.0,8.87,0.04,-0.11,0.26,0.12,0.14,0.41,-0.6,-0.16,-0.12,-0.33,-0.45,0.0,0.45,-1.35,-1.03,3.22,-0.84,11.63,538742.0___NA__
