join_key,t_1_price
543860.0___NA__,29.51
506943.0_JBCHEPHARM,2009.23
524592.0___NA__,15.07
523062.0___NA__,21.77
532644.0_JKCEMENT,4507.57
532940.0_JKIL,906.81
538539.0___NA__,29.02
544138.0_JGCHEM,249.59
538422.0___NA__,0.85
530711.0___NA__,99.37
507155.0___NA__,200.19
532825.0___NA__,11.49
532705.0_JAGRAN,78.53
530601.0___NA__,10.04
507789.0_JAGSNPHARM,357.99
532976.0_JAIBALAJI,917.31
512237.0_JAICORPLTD,390.52
523467.0___NA__,1.8
514312.0___NA__,28.67
570004.0_JISLDVREQS,46.75
500219.0_JISLJALEQS,80.29
539119.0___NA__,22.81
-1.0_JAINAM,154.34
526865.0___NA__,6.44
505212.0___NA__,141.35
505840.0___NA__,34.88
-1.0_JALAN,3.44
538564.0___NA__,189.24
520051.0_JAMNAAUTO,135.95
502901.0___NA__,10258.1
544118.0_JSFB,720.9
542924.0___NA__,6.69
544112.0___NA__,873.75
500220.0___NA__,149.07
-1.0_JASH,2147.47
514318.0___NA__,26.15
526001.0___NA__,7.92
520066.0_JAYBARMARU,106.15
-1.0_KORE,635.59
544160.0___NA__,69.15
509715.0_JAYSREETEA,116.21
513252.0___NA__,669.97
501311.0___NA__,11.48
524330.0_JAYAGROGN,322.17
543544.0___NA__,159.47
522285.0_JAYNECOIND,49.93
531323.0___NA__,9.54
500306.0___NA__,162.83
506520.0___NA__,9.25
532605.0_JBMA,2164.53
500223.0___NA__,2.03
-1.0_JSLL,1123.84
538837.0___NA__,48.04
524731.0___NA__,917.06
532617.0_JETAIRWAYS,41.57
543420.0_JETFREIGHT,13.5
538794.0___NA__,20.37
-1.0_JETKNIT,128.97
517063.0___NA__,57.41
543286.0___NA__,14.82
-1.0_JFLLIFE,39.82
540850.0___NA__,126.92
531550.0___NA__,348.91
532771.0_JHS,19.45
544197.0_RETAIL,45.24
540651.0___NA__,46.27
530405.0___NA__,33.42
511034.0_JINDRILL,621.92
507981.0___NA__,115.67
539947.0___NA__,43.38
532624.0_JINDALPHOT,874.92
500227.0_JINDALPOLY,674.03
536773.0_JPOLYINVST,836.81
500378.0_JINDALSAW,532.24
532508.0_JSL,798.52
532286.0_JINDALSTEL,1012.94
531543.0_JINDWORLD,330.37
543940.0_JIOFIN,359.66
540311.0_JITFINFRA,914.22
-1.0_JIWANRAM,14.37
536493.0___NA__,366.7
500380.0_JKLAKSHMI,861.79
532162.0_JKPAPER,578.0
530007.0_JKTYRE,431.11
538765.0___NA__,5.23
523405.0_JMFINANCIL,87.93
511092.0___NA__,12.39
538834.0___NA__,20.85
544167.0_JNKINDIA,956.84
-1.0_JOCIL,208.73
500147.0___NA__,6002.95
523398.0_JCHAC,2320.94
532154.0___NA__,1.0
531861.0___NA__,56.51
534659.0___NA__,14.01
542446.0___NA__,11.98
505750.0___NA__,1034.0
532532.0_JPASSOCIAT,10.5
532627.0_JPPOWER,20.5
530985.0___NA__,7.14
504080.0___NA__,2401.79
533148.0_JSWENERGY,828.17
532642.0_JSWHL,7292.87
543994.0_JSWINFRA,324.46
500228.0_JSWSTEEL,896.56
520057.0_JTEKTINDIA,231.98
534600.0_JTLIND,253.11
533155.0_JUBLFOOD,538.39
533320.0_JUBLINDS,1730.66
543271.0_JUBLINGREA,561.57
530019.0_JUBLPHARMA,728.38
536073.0___NA__,28.51
-1.0_JMA,94.94
516078.0___NA__,34.39
544129.0_JUNIPER,411.57
534623.0___NA__,37.1
543980.0_JLHL,1389.66
533272.0_JWL,795.95
535648.0_JUSTDIAL,945.53
531537.0___NA__,24.2
532926.0_JYOTHYLAB,464.99
504076.0___NA__,83.74
544081.0_JYOTICNC,1326.16
514448.0___NA__,1503.03
513250.0_JYOTISTRUC,31.19
539246.0___NA__,79.13
590066.0_KCP,256.24
532714.0_KEC,1016.15
500239.0___NA__,21.93
503669.0___NA__,31.75
532889.0_KPRMILL,929.23
511728.0___NA__,27.93
514221.0___NA__,0.31
539686.0___NA__,428.27
514360.0___NA__,493.22
-1.0_K2INFRA,318.24
540756.0___NA__,4.31
524322.0___NA__,7.54
524109.0_KABRAEXTRU,441.44
524675.0___NA__,24.65
531778.0___NA__,32.07
543979.0___NA__,62.04
504840.0___NA__,1982.28
531780.0___NA__,9.96
538833.0___NA__,22.16
500233.0_KAJARIACER,1568.18
543939.0___NA__,193.46
500234.0_KAKATCEM,235.48
521054.0___NA__,22.38
-1.0_KTL,40.56
530201.0___NA__,6.88
522287.0_KPIL,1144.57
538778.0___NA__,16.67
543278.0_KALYANKJIL,512.2
544023.0___NA__,538.94
513509.0_KALYANIFRG,605.59
533302.0_KICL,6572.64
500235.0_KSL,985.95
532468.0___NA__,3332.5
514322.0___NA__,73.7
511131.0___NA__,16.35
526668.0_KAMATHOTEL,210.37
532741.0_KAMDHENU,600.46
543747.0_KAMOPAINTS,45.74
506184.0_KANANIIND,2.44
538896.0___NA__,486.57
541005.0___NA__,67.69
521242.0___NA__,26.68
-1.0_KANDARP,30.52
500236.0___NA__,1.5
513456.0___NA__,27.16
506525.0_KANORICHEM,121.6
539620.0___NA__,28.17
507779.0_KANPRPLA,101.54
500165.0_KANSAINER,293.96
540515.0___NA__,5.14
512036.0___NA__,147.1
539679.0___NA__,22.61
-1.0_KAPSTON,381.72
533451.0_KARMAENG,48.56
532652.0_KTKBANK,222.81
538928.0___NA__,2.08
-1.0_KARNIKA,254.18
501151.0___NA__,734.16
590003.0_KARURVYSYA,200.59
531960.0___NA__,2.31
502933.0___NA__,201.42
-1.0_KLL,77.94
532925.0_KAUSHALYA,657.98
532899.0_KSCL,1035.29
590041.0_KAVVERITEL,18.94
-1.0_KCEIL,355.35
530255.0___NA__,41.61
539276.0_KAYA,424.22
504084.0___NA__,69368.56
543664.0_KAYNES,4165.1
541161.0_KBCGLOBAL,1.56
530357.0___NA__,9.48
540696.0___NA__,9.06
-1.0_KCK,210.08
531784.0___NA__,1.22
533192.0_KCPSUGIND,45.6
532054.0_KDDL,3279.71
518011.0___NA__,100.23
517569.0_KEI,4874.51
519602.0_KELLTONTEC,106.79
506528.0___NA__,3765.36
531163.0___NA__,44.94
506530.0___NA__,1052.97
530547.0___NA__,13.52
505890.0___NA__,3701.56
540953.0___NA__,5.92
530163.0___NA__,282.9
532686.0_KERNEX,377.56
507180.0___NA__,204.2
543542.0___NA__,869.85
524174.0___NA__,19.47
533289.0___NA__,88.65
502937.0_KESORAMIND,198.33
532732.0_KKCL,826.57
507948.0___NA__,171.83
512597.0_KEYFINSERV,188.1
543669.0_RUSTOMJEE,688.34
543720.0_KFINTECH,713.04
531609.0___NA__,235.64
540775.0_KHADIM,329.97
590068.0_KHAITANLTD,74.74
507794.0_KHAICHEM,64.85
519064.0___NA__,71.4
531892.0_KHANDSE,28.48
543953.0___NA__,443.64
-1.0_KHFM,75.59
535730.0___NA__,1.04
531692.0___NA__,2.66
513693.0___NA__,42.74
507946.0___NA__,238.11
535566.0___NA__,164.16
522101.0___NA__,453.92
524500.0_KILITCH,352.48
530313.0___NA__,53.37
500240.0___NA__,203.19
531274.0___NA__,16.43
524019.0_KINGFA,2125.08
530215.0___NA__,154.94
540680.0_KIOCL,442.92
531413.0___NA__,18.51
530443.0___NA__,8.58
537750.0___NA__,187.6
532967.0_KIRIINDUS,309.68
500241.0_KIRLOSBROS,2330.73
533193.0_KECL,173.92
500245.0___NA__,701.65
505283.0_KIRLPNU,1434.73
500243.0_KIRLOSIND,5717.9
533293.0_KIRLOSENG,1470.75
519230.0___NA__,13.74
530145.0___NA__,70.19
521248.0_KITEX,225.0
532304.0___NA__,71.17
530235.0___NA__,61.77
544013.0___NA__,49.29
526409.0___NA__,12.01
523652.0___NA__,32.38
521238.0___NA__,221.65
-1.0_KKVAPOW,1167.02
530771.0___NA__,12.48
532673.0_KMSUGAR,42.29
524520.0___NA__,83.37
531578.0___NA__,7.12
519415.0___NA__,30.27
-1.0_KNAGRI,217.34
543273.0___NA__,1368.33
532942.0_KNRCON,331.03
531541.0___NA__,3.4
-1.0_KODYTECH,3278.34
512559.0_KOHINOOR,39.09
523207.0_KOKUYOCMLN,157.44
532924.0_KOLTEPATIL,351.45
539910.0___NA__,1.64
514128.0___NA__,19.86
532397.0___NA__,10.33
-1.0_KONSTELEC,194.02
-1.0_KONTOR,107.04
524280.0_KOPRAN,275.39
-1.0_KDL,2098.89
500458.0___NA__,7.96
500247.0_KOTAKBANK,1707.27
507474.0___NA__,58.39
509732.0___NA__,7.81
-1.0_KOTHARIPET,143.17
530299.0_KOTHARIPRO,132.04
-1.0_KOTARISUG,52.43
539599.0___NA__,17.73
-1.0_KOTYARK,1021.49
544139.0___NA__,48.23
523323.0___NA__,4541.62
507598.0___NA__,182.39
544150.0___NA__,657.27
542323.0_KPIGREEN,1984.35
542651.0_KPITTECH,1862.12
505299.0___NA__,822.07
542459.0___NA__,71.81
501261.0___NA__,307.0
530813.0_KRBL,290.73
524518.0_KREBSBIO,65.37
530139.0___NA__,40.28
531328.0___NA__,1.15
533482.0_KRIDHANINF,3.76
-1.0_KRISHANA,278.16
513369.0___NA__,92.69
-1.0_KRISHCA,349.13
-1.0_KRISHIVAL,219.24
539384.0___NA__,22.27
-1.0_KRISHNADEF,1140.55
500248.0___NA__,3.95
543308.0_KIMS,1931.4
504392.0___NA__,89.32
526423.0_KRITI,174.64
533210.0_KRITINUT,111.37
-1.0_KRITIKA,19.18
544187.0_KRONOX,169.2
543328.0_KRSNAA,605.8
523550.0___NA__,40.64
544149.0_KRYSTAL,806.22
500249.0_KSB,5474.26
519421.0___NA__,2457.7
-1.0_KSHITIJPOL,6.02
543599.0_KSOLVES,1287.73
532937.0_KUANTUM,150.16
539408.0___NA__,12.39
543289.0___NA__,14.59
526869.0___NA__,16.44
-1.0_KEL,140.83
523594.0___NA__,24.74
514240.0___NA__,12.3
530421.0___NA__,11.18
539997.0___NA__,481.94
500250.0_LGBBROSLTD,1487.64
532783.0_LTFOODS,266.6
533519.0_LTF,202.45
540115.0_LTTS,5441.56
526947.0_LAOPALA,344.81
505693.0___NA__,13.44
543830.0___NA__,58.41
524202.0___NA__,173.47
540026.0___NA__,7.25
530577.0___NA__,35.15
524522.0___NA__,38.37
-1.0_LAGNAM,133.56
531842.0___NA__,43.61
505302.0___NA__,3277.18
504258.0___NA__,1682.7
-1.0_LFIC,235.02
500252.0_LAXMIMACH,16347.64
506079.0_LAKPRE,6.48
535387.0___NA__,35.45
502958.0___NA__,6363.71
590075.0_LAMBODHARA,133.91
539841.0___NA__,52.71
509048.0_LANCORHOL,43.51
532275.0___NA__,0.88
543714.0_LANDMARK,763.1
533012.0_LPDC,8.33
500510.0_LT,3631.72
540702.0_LASA,20.7
526961.0___NA__,756.99
543398.0_LATENTVIEW,488.53
-1.0_LATTEYS,15.63
540222.0_LAURUSLABS,473.27
-1.0_LAXMICOT,29.33
-1.0_LGHL,325.25
543277.0_LXCHEM,249.34
537669.0___NA__,68.69
532019.0_LCCINFOTEC,3.53
539814.0___NA__,264.05
-1.0_LEMERITE,144.79
544192.0_IXIGO,181.58
531288.0___NA__,18.76
-1.0_LRRPL,31.3
540360.0___NA__,2.68
517415.0___NA__,10.32
532829.0___NA__,163.25
541233.0_LEMONTREE,140.3
502250.0___NA__,389.82
533602.0___NA__,3.96
541196.0___NA__,77.81
-1.0_LEXUS,35.19
533007.0_LGBFORGE,10.26
-1.0_LIBAS,16.61
526596.0_LIBERTSHOE,397.47
511593.0___NA__,13.26
531027.0___NA__,19.37
500253.0_LICHSGFIN,779.98
543526.0_LICI,961.77
539927.0___NA__,144.37
543240.0_LIKHITHA,548.26
507759.0___NA__,27.73
531241.0_LINC,620.48
531633.0_LINCOLN,702.13
523457.0_LINDEINDIA,8918.14
524748.0___NA__,40.41
526604.0___NA__,16.29
507912.0___NA__,157.88
540192.0___NA__,20.98
539992.0_LLOYDSENGG,73.87
512463.0___NA__,36.39
-1.0_LLOYDS,102.05
512455.0_LLOYDSME,771.61
543746.0___NA__,247.16
532740.0_LOKESHMACH,403.21
504340.0___NA__,7.38
526568.0___NA__,38.36
534422.0___NA__,5.86
500284.0_LORDSCHLO,127.38
530065.0___NA__,16.49
540952.0_LAL,22.36
523475.0___NA__,601.6
532998.0_LOTUSEYE,53.99
533343.0_LOVABLE,129.64
539227.0___NA__,212.94
514036.0_LOYALTEX,498.41
540005.0_LTIM,5767.99
539682.0___NA__,119.13
526179.0___NA__,85.68
512048.0___NA__,4.57
532796.0_LUMAXTECH,584.28
517206.0_LUMAXIND,2786.47
500257.0_LUPIN,1645.24
539542.0_LUXIND,1454.61
531402.0___NA__,45.02
500259.0_LYKALABS,95.55
530689.0___NA__,53.93
505320.0___NA__,137.29
534532.0_LYPSAGEMS,5.35
500520.0_M&M,3212.91
532720.0_M&MFIN,284.05
-1.0_MBAPL,212.94
538401.0___NA__,159.03
538890.0___NA__,65.23
543919.0_MKPL,12.73
512153.0___NA__,3.88
522241.0_MMFL,1234.19
509196.0___NA__,90.18
506543.0___NA__,21.64
500109.0_MRPL,209.94
500108.0_MTNL,38.92
-1.0_MVKAGRO,46.09
543624.0___NA__,14.5
532906.0_MAANALU,139.38
507836.0___NA__,397.79
541973.0___NA__,37.05
543787.0___NA__,812.78
543934.0___NA__,378.04
523248.0___NA__,221.89
-1.0_MACPOWER,1641.23
512600.0___NA__,55.58
543287.0_LODHA,1496.96
-1.0_MCL,36.69
539894.0___NA__,9.03
515093.0_MADHAV,47.18
531497.0_MADHUCON,11.33
519279.0___NA__,7.17
515059.0___NA__,63.78
-1.0_MADHUSUDAN,178.76
511000.0___NA__,31.23
531910.0___NA__,125.17
-1.0_MPTODAY,32.39
590134.0_MADRASFERT,113.11
500264.0___NA__,189.96
543613.0___NA__,16.6
540650.0_MAGADSUGAR,737.4
538891.0___NA__,655.39
544188.0___NA__,48.27
517449.0___NA__,502.12
532896.0_MAGNUM,47.9
517320.0___NA__,6.03
-1.0_MAGSON,106.71
505523.0___NA__,0.7
500266.0_MAHSCOOTER,8684.82
500265.0_MAHSEAMLES,737.16
523384.0_MAHAPEXLTD,179.71
519612.0___NA__,54.13
514450.0_MHLXMIRU,198.12
513460.0___NA__,10.6
513554.0_MAHASTEEL,99.42
531515.0___NA__,1.94
539957.0_MGL,1703.49
526795.0___NA__,6.69
539383.0___NA__,6.96
542677.0___NA__,10.49
-1.0_MAHESHWARI,57.33
-1.0_MAHICKRA,101.31
523754.0_MAHEPC,153.4
533088.0_MHRIL,462.78
532313.0_MAHLIFE,678.83
540768.0_MAHLOG,497.94
543874.0___NA__,85.04
590078.0_MAITHANALL,1173.29
-1.0_MAITREYA,127.14
513430.0___NA__,21.13
500267.0___NA__,359.99
506919.0___NA__,118.25
-1.0_MAKS,73.9
539400.0_MALLCOM,1331.02
532728.0_MALUPAPER,37.23
513269.0_MANINDS,448.31
533169.0_MANINFRA,212.5
532932.0_MANAKSIA,92.16
539045.0_MANAKALUCO,27.45
539046.0_MANAKCOAT,57.01
539044.0_MANAKSTEEL,50.47
500268.0_MANALIPETC,101.01
531213.0_MANAPPURAM,208.2
-1.0_MANAV,19.01
512595.0___NA__,850.67
-1.0_MANDEEP,60.05
505850.0___NA__,114.67
-1.0_MAL,33.56
502157.0_MANGLMCEM,895.33
532637.0_MANGALAM,102.14
-1.0_MGEL,22.69
537800.0___NA__,3.97
514418.0_MANORG,345.57
539275.0___NA__,230.46
-1.0_MWL,134.56
530011.0_MANGCHEFER,131.88
507938.0___NA__,4.52
533078.0___NA__,45.34
543904.0_MANKIND,2332.94
544073.0___NA__,124.58
543995.0_MVGJL,227.38
540396.0_MANOMAY,181.52
526115.0___NA__,3.94
541974.0_MANORAMA,705.9
530537.0___NA__,35.15
511758.0___NA__,43.39
505324.0_MANUGRAPH,21.55
521018.0_MARALOVER,77.23
503101.0_MARATHON,602.58
531281.0___NA__,11.69
-1.0_MARCO,46.92
540254.0___NA__,27.64
500206.0___NA__,53.52
531642.0_MARICO,629.94
-1.0_MARINE,165.8
-1.0_MARINETRAN,28.43
531503.0___NA__,34.45
526891.0___NA__,10.23
514060.0___NA__,17.66
543364.0___NA__,241.17
524404.0_MARKSANS,180.34
-1.0_MARSHALL,27.93
517467.0___NA__,60.28
523566.0___NA__,60.25
531540.0___NA__,196.77
543464.0___NA__,84.64
531319.0___NA__,8.36
532500.0_MARUTI,12774.1
-1.0_MDL,103.16
540749.0_MASFIN,319.66
-1.0_MASKINVEST,88.47
-1.0_MASON,92.83
523704.0_MASTEK,2952.8
-1.0_MASTER,326.41
511768.0___NA__,906.53
511688.0___NA__,9.66
540704.0_MATRIMONY,667.37
539219.0___NA__,9.52
523371.0_MAWANASUG,118.96
544008.0_MAXESTATES,417.88
500271.0_MFSL,971.29
543220.0_MAXHEALTH,964.63
534338.0___NA__,62.38
543223.0_MAXIND,249.12
540401.0___NA__,20.03
-1.0_MAXPOSURE,102.7
544106.0___NA__,218.93
539519.0___NA__,6.57
531221.0___NA__,9.81
522249.0_MAYURUNIQ,717.34
543237.0_MAZDOCK,4646.65
523792.0_MAZDA,1571.05
533152.0_MBLINFRA,64.06
532654.0_MCLEODRUSS,26.34
532629.0_MBECL,4.25
-1.0_MCON,199.99
544088.0_MEDIASSIST,577.41
523144.0___NA__,44.03
512267.0___NA__,16.72
503685.0___NA__,38.05
-1.0_MEDIORG,134.18
531146.0_MEDICAMEQ,450.68
539938.0___NA__,45.22
540937.0_MEDICO,37.27
526301.0___NA__,42.64
543427.0_MEDPLUS,694.99
540519.0___NA__,51.5
531176.0___NA__,13.81
531417.0___NA__,2.6
532105.0___NA__,8.93
-1.0_MEGAFLEX,36.59
539767.0___NA__,17.44
532408.0_MEGASOFT,61.97
541352.0_MEGASTAR,235.62
-1.0_MEGATHERM,465.68
543331.0_MOL,85.07
538668.0___NA__,562.7
539012.0___NA__,135.59
540730.0___NA__,26.32
511740.0___NA__,162.34
511377.0___NA__,33.95
511738.0___NA__,26.82
532307.0_MELSTAR,4.0
531127.0___NA__,8.6
523828.0_MENONBE,142.18
531727.0___NA__,90.49
539126.0_MEP,7.81
538942.0___NA__,28.63
531357.0___NA__,74.53
538964.0___NA__,986.32
512415.0___NA__,15.71
543982.0___NA__,1173.55
531810.0___NA__,82.21
543426.0_METROBRAND,1366.72
500159.0___NA__,151.96
542650.0_METROPOLIS,2109.28
531613.0___NA__,1.81
526622.0___NA__,0.66
513721.0___NA__,9.99
532850.0_MICEL,90.92
-1.0_MICROPRO,45.39
526251.0___NA__,11.71
500277.0___NA__,8.53
526570.0___NA__,27.31
538895.0___NA__,30.84
541337.0___NA__,9.63
531338.0___NA__,28.82
511018.0___NA__,53.68
507621.0___NA__,749.16
511187.0___NA__,2.47
-1.0_MILTON,44.3
522235.0___NA__,3.65
531456.0___NA__,4.06
538962.0_MINDACORP,531.99
543217.0_MINDSPACE,325.59
517344.0_MINDTECK,334.24
523373.0___NA__,86.91
532164.0___NA__,6.52
505797.0___NA__,29.45
500279.0_MIRCELECTR,19.6
526642.0_MIRZAINT,38.81
544015.0___NA__,288.57
539220.0___NA__,36.53
541195.0_MIDHANI,457.72
539594.0___NA__,18.62
542801.0___NA__,74.44
-1.0_MITCON,121.48
523782.0___NA__,23.57
540078.0___NA__,128.13
-1.0_MITTAL,2.07
522036.0___NA__,100.71
521244.0___NA__,233.35
514238.0___NA__,2522.64
-1.0_MMP,281.48
513377.0_MMTC,84.11
503772.0___NA__,65.57
519287.0___NA__,52.81
539762.0___NA__,160.97
515008.0___NA__,133.3
509760.0___NA__,54.77
513303.0___NA__,19.56
500282.0_MODTHREAD,62.81
519003.0___NA__,235.49
500890.0_MODIRUBBER,93.11
543539.0___NA__,269.48
503776.0___NA__,40.41
506261.0_MODISONLTD,136.29
504273.0___NA__,9.61
-1.0_MHHL,65.6
531453.0_MOHITIND,26.68
530169.0___NA__,31.85
532140.0___NA__,53.19
533286.0_MOIL,502.97
-1.0_MOKSH,13.87
533080.0_MOLDTKPAC,824.33
526263.0_MOLDTECH,285.75
511551.0_MONARCH,496.31
535910.0___NA__,135.59
538446.0___NA__,308.75
532078.0___NA__,24.12
-1.0_MONOPHARMA,38.33
505343.0___NA__,0.92
538836.0_MONTECARLO,631.1
530167.0___NA__,39.01
532621.0_MORARJEE,12.89
511549.0___NA__,158.51
500288.0_MOREPENLAB,52.31
526237.0___NA__,45.0
523160.0___NA__,1519.3
-1.0_MOS,178.3
532407.0___NA__,266.76
543498.0_MSUMI,78.76
532892.0_MOTILALOFS,677.73
544053.0_MOTISONS,164.78
501343.0_MOTOGENFIN,30.25
-1.0_MOXSH,127.07
532723.0___NA__,33.01
532470.0___NA__,60.29
526299.0_MPHASIS,2602.7
500450.0___NA__,547.87
526143.0___NA__,16.29
532440.0_MPSLTD,2008.98
531686.0___NA__,3.33
540809.0___NA__,12.31
500290.0_MRF,128393.0
532376.0_MRO-TEK,72.57
543262.0___NA__,136.08
543253.0_BECTORFOOD,1493.38
512065.0___NA__,4.57
532650.0_MSPL,25.93
508922.0___NA__,8.94
542597.0_MSTCLTD,859.12
534312.0_MTEDUCARE,2.81
543270.0_MTARTECH,1689.6
538743.0___NA__,9.24
542774.0_MUFIN,124.78
500460.0_MUKANDLTD,152.93
523832.0___NA__,14.02
530341.0___NA__,124.43
544135.0_MUKKA,34.29
535204.0___NA__,3.76
532357.0_MUKTAARTS,67.46
501477.0___NA__,282.6
534091.0_MCX,4128.18
526169.0___NA__,266.2
504356.0___NA__,8.75
520059.0_MUNJALAU,91.58
520043.0_MUNJALSHOW,155.77
511200.0___NA__,102.22
511401.0___NA__,10.34
531821.0___NA__,62.6
542724.0___NA__,1.43
515037.0_MURUDCERA,50.09
540366.0_RADIOCITY,15.76
511766.0_MUTHOOTCAP,282.34
533398.0_MUTHOOTFIN,1798.32
544055.0_MUTHOOTMF,245.41
506734.0___NA__,180.05
535205.0___NA__,3.74
512024.0___NA__,100.45
530897.0___NA__,164.67
519494.0_NKIND,47.51
516082.0_NRAIL,482.4
512279.0___NA__,21.8
543351.0___NA__,63.53
524709.0_NACLIND,65.38
531832.0___NA__,18.5
-1.0_NDGL,3056.08
539917.0_NAGAFERT,12.66
532362.0___NA__,114.98
532895.0_NAGREEKCAP,26.01
521109.0_NAGREEKEXP,30.1
532952.0_NAHARCAP,273.31
519136.0_NAHARINDUS,129.93
523391.0_NAHARPOLY,298.39
500296.0_NAHARSPING,275.05
541418.0_NGIL,37.1
539402.0___NA__,7.82
531212.0___NA__,43.86
532256.0_NSIL,4275.39
538395.0___NA__,115.4
-1.0_NAMAN,98.01
543522.0___NA__,54.78
532641.0_NDL,45.14
-1.0_JAIPURKURT,46.32
500298.0___NA__,906.26
539551.0_NH,1210.95
519455.0___NA__,52.86
531416.0___NA__,46.09
543643.0_NARMADA,22.81
526739.0___NA__,369.83
517431.0___NA__,15.39
524816.0_NATCOPHARM,1327.14
537291.0_NATHBIOGEN,211.42
502587.0___NA__,62.72
531289.0___NA__,133.66
543385.0_NHIT,133.64
531287.0___NA__,433.27
504882.0___NA__,4492.72
532234.0_NATIONALUM,181.12
531651.0___NA__,72.32
507813.0___NA__,124.71
526616.0___NA__,59.56
516062.0___NA__,4.12
523630.0_NFL,137.57
530119.0___NA__,44.85
531834.0___NA__,7.19
543207.0___NA__,10.19
524654.0___NA__,327.16
538926.0___NA__,82.71
543579.0___NA__,15.6
513023.0_NAVA,749.35
539521.0___NA__,39.4
532504.0_NAVINFLUOR,3496.73
539332.0_NAVKARCORP,106.13
531494.0___NA__,12.6
508989.0_NAVNETEDUL,161.08
543305.0___NA__,7.15
543280.0_NAZARA,882.88
523242.0___NA__,6.5
534309.0_NBCC,157.64
-1.0_NBIFIN,2784.28
500294.0_NCC,327.47
519506.0___NA__,8.97
502168.0_NCLIND,254.53
530557.0___NA__,1.21
511535.0___NA__,38.49
500189.0_NDLVENTURE,113.08
543214.0_NDRAUTO,904.28
-1.0_NDRINVIT,117.96
532529.0_NDTV,227.2
532649.0_NECLIFE,29.01
508670.0___NA__,4519.62
512565.0___NA__,40.45
531049.0___NA__,13.81
539409.0___NA__,19.09
539016.0___NA__,17.38
532864.0_NELCAST,157.08
504112.0_NELCO,820.94
514332.0___NA__,16.47
526195.0___NA__,3.14
542665.0_NEOGEN,1735.02
505355.0_NESCO,949.03
500790.0_NESTLEIND,2626.09
-1.0_CBAZAAR,16.75
543247.0___NA__,33.29
509040.0___NA__,162.5
511658.0___NA__,109.73
543945.0_NETWEB,3286.38
-1.0_NPST,1798.83
532798.0_NETWORK18,74.29
532887.0___NA__,3.16
524558.0_NEULANDLAB,8434.61
540769.0_NIACL,275.54
540243.0___NA__,18.12
544082.0___NA__,71.8
540900.0_NEWGEN,1062.0
-1.0_NEWJAISA,131.4
531959.0___NA__,17.58
532416.0_NEXTMEDIA,7.14
543913.0_NXST,155.53
538874.0___NA__,14.13
524774.0_NGLFINE,2473.07
517554.0___NA__,43.5
533098.0_NHPC,97.31
535136.0___NA__,2248.91
526721.0___NA__,167.35
-1.0_NIDAN,37.18
512103.0___NA__,147.45
531083.0___NA__,5.37
500304.0_NIITLTD,118.69
543952.0_NIITMTS,473.32
526159.0___NA__,120.72
531272.0___NA__,7.64
543282.0___NA__,455.68
530377.0_NILAINFRA,13.79
542231.0_NILASPACES,10.05
502294.0___NA__,50.23
530129.0___NA__,1357.03
523385.0_NILKAMAL,1926.94
511714.0___NA__,53.96
539843.0_NINSYS,526.46
540767.0_NAM-INDIA,705.51
532986.0_NIRAJ,49.24
512425.0___NA__,753.09
500307.0___NA__,418.06
-1.0_NIRMAN,263.66
543194.0___NA__,124.1
532722.0_NITCO,74.45
508875.0___NA__,891.38
532698.0_NITINSPIN,352.67
-1.0_NITIRAJ,253.14
506532.0___NA__,822.04
542206.0___NA__,4.26
538772.0___NA__,64.57
513683.0_NLCINDIA,213.8
526371.0_NMDC,269.82
543768.0_NSLNISP,57.37
522289.0___NA__,70.65
500730.0_NOCIL,324.7
532481.0_NOIDATOLL,13.5
519528.0_NORBTEAEXP,12.51
524414.0___NA__,10.83
534615.0_NECCLTD,26.45
542628.0___NA__,180.83
539110.0___NA__,64.9
531465.0___NA__,0.46
544100.0_NOVAAGRI,60.63
513566.0___NA__,22.88
500672.0___NA__,1133.37
542771.0___NA__,45.44
530127.0___NA__,27.13
530367.0_NRBBEARING,381.32
535458.0_NIBL,35.93
526723.0___NA__,119.56
532555.0_NTPC,350.65
531209.0_NUCLEUS,1585.41
-1.0_NRL,90.93
543264.0_NURECA,240.87
531304.0___NA__,19.33
530219.0___NA__,222.85
543988.0_NUVAMA,5043.68
543334.0_NUVOCO,349.91
531819.0___NA__,27.46
504378.0___NA__,6.44
500312.0_ONGC,271.48
512489.0___NA__,184.8
533273.0_OBEROIRLTY,1849.0
535657.0___NA__,13.75
538894.0___NA__,26.62
542938.0___NA__,73.96
540416.0___NA__,57.14
531996.0___NA__,11.51
530175.0___NA__,153.48
500313.0_OILCOUNTUB,37.8
533106.0_OIL,712.92
526415.0___NA__,12.23
543578.0___NA__,149.76
532439.0_OLECTRA,1658.87
521105.0___NA__,52.23
534190.0___NA__,2.86
507609.0___NA__,48.88
531092.0_OMINFRAL,162.34
538537.0___NA__,0.63
520021.0_OMAXAUTO,152.98
532880.0_OMAXE,114.47
511644.0___NA__,306.03
-1.0_OMFURN,71.11
531496.0___NA__,4.44
532167.0___NA__,21.86
533317.0_OMKARCHEM,6.37
532340.0___NA__,4.48
543400.0___NA__,9.52
514324.0___NA__,167.59
-1.0_ONDOOR,476.15
543396.0_PAYTM,378.7
514330.0___NA__,143.22
-1.0_ONEPOINT,65.55
-1.0_OLIL,81.85
533632.0_ONELIFECAP,19.1
530805.0___NA__,63.13
532944.0_ONMOBILE,69.36
540386.0___NA__,0.59
